#Word;Pleasantness;Activation;Imagery
soltar el rollo a;1.7000;1.4167;2.6
soltar palabrotas;1.2500;2.1818;2.2
soltero;1.8000;2.1667;2.0
soltura;2.2000;2.2857;1.2
solución;2.11978888889;1.78368888889;1.95555555556
solucionar;1.7143;1.7143;2.6
solución del problema;2.7375;2.07145;1.4
solución original;1.4545;1.4545;1.6
sombra;1.92938;1.4562;2.6
sombras;2.1667;1.0000;2.4
sombreado;2.3333;1.2000;3.0
sombreador;2.3333;1.2000;3.0
sombrear;2.2381;1.1;2.7
sombrero;1.5625;1.66665;2.7
sombrío;1.4444;1.5000;3.0
someter;1.761925;1.744175;1.7
someter a prueba;1.96875;2.004475;2.45
someterse;1.575;1.775;2.0
sometimiento;1.70476666667;1.79166666667;1.4
son;2.0000;2.8000;1.4
soñado;2.2000;1.0000;1.2
sonar;2.2014;2.3632;2.1
soñar;2.45385;2.079275;1.85
soñar despierto;2.7500;1.7273;2.4
sonar mal;2.1429;1.1111;2.6
sonda;1.7143;1.98636666667;1.8
sondar;1.8125;2.47145;1.7
sondear;2.0000;2.8000;1.4
sonido;1.66665;2.4625;1.4
sonido fundamental;1.6667;1.6667;1.0
sonido metálico;2.2500;1.8750;2.8
sonido metálico seco;1.6667;1.8889;2.0
sonorizar;1.8333;2.0000;2.0
sonreír;2.4375;2.24305;2.4
sonreír de alegría;2.1429;1.5556;2.4
sonreírse;2.2500;2.1111;2.8
sonrisa;2.4375;2.24305;2.4
sonrisa radiante;2.1429;1.5556;2.4
sonrojar;2.1875;2.0;2.0
sonrojo;2.0000;2.3000;2.8
sonsacar algo a alguien;1.625;1.9375;2.3
sopa;2.7500;2.0000;2.6
sopesar;2.1667;1.6250;2.2
soplado;1.8571;1.3333;1.2
sopladura;1.79285;2.1313;2.7
soplar;1.98841666667;1.75;2.36666666667
soplarse;2.0000;2.0000;2.4
soplete;1.2857;2.0000;2.6
soplo;1.8492;1.99642857143;2.28571428571
soplón;1.8750;1.6250;2.8
soportante;1.8571;2.6250;2.4
soportar;2.30556666667;1.55;2.53333333333
soportar el transporte;2.0000;1.7273;3.0
soporte;2.20825714286;1.68691428571;2.17142857143
soporte físico;1.5000;1.3750;2.0
sorbete;1.5000;1.5000;2.6
sorbo;2.1611;2.25895;2.2
sordidez;1.0000;1.6250;2.4
sordina;1.2000;1.4000;2.6
sordo;1.5000;1.1250;2.4
sorna;2.0000;1.6364;1.2
sorprender;2.36605;2.425;2.3
sorpresa;2.8571;2.6000;1.8
sorpresa desagradable;2.1429;1.1111;2.6
sortear;1.70236666667;1.8102;2.33333333333
sorteo;1.676775;1.73265;2.45
sosiego;2.5000;1.5714;1.4
sospecha;1.38096666667;1.97776666667;1.6
sospechar;1.1250;1.8333;2.4
sospecho;1.4444;1.5000;3.0
sospechoso;1.1250;1.8333;2.4
sostén;2.195875;1.9;2.05
sostener;2.1089;1.88964444444;2.02222222222
sostener con pilotes;1.8462;1.6923;2.4
sostenerse;1.51665;1.4111;1.7
sostenido;1.75;2.2;2.8
sota;1.6667;1.2500;2.0
sótano;1.8;1.51665;2.9
sotavento;1.8000;1.4444;1.0
soto;1.5;1.5;1.3
soul;2.7778;1.5000;2.0
soviet;1.7500;2.0000;1.6
soviético;1.7500;2.0000;1.6
sport;2.8000;3.0000;3.0
spray;1.7778;2.5000;2.8
status;2.0000;2.0000;1.4
su;1.88636666667;1.36813333333;1.36666666667
suave;2.29465;1.325;2.0
suavizar a;2.5556;1.5556;1.2
subalterno;1.8333;1.6000;1.8
subasta;2.5714;1.3333;2.0
súbdito;1.8889;1.65875;2.0
súbditos;2.2857;2.4286;3.0
subdivisión;1.7778;1.5714;2.0
subida;2.24292727273;2.09072727273;1.83636363636
subida de la marea;1.0000;1.2500;1.8
subido;2.0000;1.4444;3.0
subir;2.2877;1.873025;1.85
subir a;1.3333;1.6000;2.6
subir de;1.9107;1.85713333333;2.33333333333
subir rápidamente;2.6250;1.9000;3.0
subir rápido;1.8750;2.1250;3.0
subirse;1.8889;1.6667;2.6
sublevación;1.4286;2.8750;2.4
sublevarse;2.07406666667;2.27406666667;2.13333333333
sublime;2.3750;1.8750;1.6
submarino;1.58335;1.58335;2.8
subordinación;1.5714;2.0000;1.2
subordinado;1.6923;1.5000;1.2
subrayar;1.48146666667;2.25393333333;1.8
subsanar;2.33335;1.5079;1.6
subsidio;2.4286;1.5556;2.2
subsistencia;1.63623333333;1.3907;1.26666666667
subterráneo;1.8333;1.8000;2.8
suburbano;1.7143;1.4000;1.4
suburbio;1.9167;1.7000;2.0
subvención;2.2037;1.64336666667;1.86666666667
subvencionar;2.1111;1.4444;1.8
sucedáneo;1.6364;1.4444;1.6
suceder;1.8333;1.4286;2.6
sucesión;2.08312;1.63786;1.84
suceso;2.125;2.25;2.0
sucesor;2.4286;1.4000;1.0
suciedad;1.7143;1.5000;3.0
sucio;1.4444;1.0833;1.4
sucursal;1.70835;1.6667;2.8
sud;2.1667;1.8000;2.4
sudar;1.6364;2.3333;2.6
sudeste;2.0000;1.8333;2.0
sudor;1.6364;2.3333;2.6
sueldo;2.11424;1.93636;2.2
suelo;1.85888571429;1.56288571429;2.77142857143
suelto;1.87227777778;1.7495;2.17777777778
suelto de mercancías;2.3000;2.2500;2.6
sueño;2.35356;1.7543;2.16
suerte;2.324475;2.011175;1.65
suficiencia;1.7778;1.8571;1.4
suficiente;2.03333333333;1.41666666667;1.6
suficientemente;2.0000;1.5000;1.8
sufragio;1.8000;1.8889;2.2
sufrimiento;1.34973333333;2.04661666667;1.93333333333
sufrir;1.76785;1.874225;1.65
sufrir cambio;1.5714;2.1667;2.6
sufrir daños;1.24285;2.17855;1.3
sufrir de inquietud;1.5000;2.0000;1.4
sugerencia;2.1111;1.86605;1.2
sugerir;2.70835;2.0091;2.0
sugestionar;1.83013333333;1.4508;1.0
suicida;1.2222;2.5714;2.2
suicidio;1.2222;2.5714;2.2
Suiza;2.3333;1.8571;2.2
sujetar;2.21192;1.6196;2.32
sujetar con perno;1.7273;1.7273;3.0
sujetar con un peso;1.5000;1.8571;1.4
sujeto;1.75668;1.60286;2.2
suma;1.64262;1.76388;2.2
sumamente;1.6250;1.6250;1.0
sumar;1.46826666667;1.7037;2.46666666667
sumaria;1.8000;1.8333;1.4
sumario;1.452375;1.6884;1.6
sumergirse;2.0909;2.5455;3.0
sumidero;1.13635;2.1558;2.6
suministrado;1.5714;1.3333;2.6
suministrar;1.70635;1.65555;1.4
suministro;1.8254;1.772225;1.45
sumir;1.0000;1.8571;2.6
sumirse;1.0000;1.8571;2.6
sumo;2.1000;2.0000;2.2
súper;1.5000;2.2857;1.2
superar;1.57295;2.1524;2.16666666667
superar a;1.3333;2.1250;1.4
superávit;2.3636;1.7778;1.4
superficie;1.81332857143;1.5648;2.2
superficie en acres;1.6667;1.3333;2.2
superficie plana;1.3750;1.0000;3.0
superintendente;1.8000;1.7500;2.4
superior;2.09276666667;1.92763333333;2.03333333333
superior a;2.2000;1.2500;2.4
superioridad;1.73426666667;1.74403333333;1.26666666667
superpuesto;1.5000;1.6000;2.6
supervisar;1.1429;2.1429;2.6
supervisión;1.4000;1.0000;1.8
supervisor;1.8000;1.7500;2.4
supervivencia;2.7143;1.8000;2.0
superviviente;2.4545;2.1111;1.8
suplemento;1.94445;1.5;1.6
suplente;1.75468333333;1.55361666667;2.13333333333
supletorio;1.5714;1.8750;2.0
súplica;1.96192;1.90864;1.64
suplicar;1.9048;2.2381;1.0
súplicas;1.2000;2.3000;1.6
suplicio;1.5556;1.8333;1.0
suplir;1.7619;1.1;1.6
suponer;1.77025;1.840925;1.45
suponer que;1.5857;1.56665;1.8
suposición;1.7515;2.0606;1.53333333333
supremo;2.1000;2.0000;2.2
supresión;1.41665;2.25755;2.1
suprimir;1.55715;1.74605;2.6
suprimir de;1.2857;2.0000;2.6
supuesto;2.0625;2.17855;1.4
supuración;1.3333;2.2308;1.0
supurar;1.3333;2.2308;1.0
sur;2.1667;1.8000;2.4
surcar;1.53176666667;1.7298;2.6
suroeste;2.0000;2.0000;2.0
surtido;2.02864;1.72318;1.48
surtidor;1.9107;1.5222;2.7
surtir;1.86605;1.45715;1.9
surtir efecto;1.79465;2.12855;2.4
sus;1.88636666667;1.36813333333;1.36666666667
susceptibilidad;2.8000;1.3333;2.0
suspender;1.50992857143;1.74704285714;1.71428571429
suspendido;1.39285;2.0143;2.2
suspensión;1.68466666667;1.78703333333;1.4
suspenso;1.0;1.7775;1.66666666667
suspirar;1.64585;1.64445;1.7
suspirar por;1.7000;2.2000;2.4
suspiro;1.64585;1.64445;1.7
sustancia;1.69285;1.47885;2.3
sustentación;1.4222;1.53175;2.1
sustento;2.0000;1.3333;3.0
sustitución;1.9000;1.8000;2.4
sustituir;1.6364;1.4444;1.6
sustituto;1.725775;1.642925;2.35
susto;1.65142;2.31072;2.2
sustracción;1.4286;1.4000;1.6
susurrar;2.0496;1.5963;1.86666666667
susurro;2.072925;1.7389;1.85
sutil;2.1250;1.5556;2.2
sutileza;1.5714;1.2000;1.0
suya;1.84608333333;1.4338;1.13333333333
suyas;1.84608333333;1.4338;1.13333333333
suyo;1.84608333333;1.4338;1.13333333333
suyos;1.84608333333;1.4338;1.13333333333
tabaco;1.415;1.70236666667;2.83333333333
taberna;1.8750;1.5714;2.8
tabique;1.8000;1.5556;2.4
tabla;1.6098625;1.3924625;2.725
tabla de armonía;1.9000;1.5833;3.0
tablado;1.8000;1.4000;3.0
tablas;1.625;1.9375;2.3
tablero;1.5365;1.38666;2.68
tablón;1.3333;1.6000;2.6
tablón de anuncios;1.8000;1.5556;2.4
tablón viga;1.7778;2.3000;2.0
tabulación;1.6667;1.5000;2.0
tabular;1.6667;1.5000;2.0
tacada;1.2;2.2197;2.4
tacaño;1.6000;2.0000;2.8
tacha;1.7143;2.0000;1.4
tachar;1.7143;1.7143;2.6
tachar a;1.8000;1.4444;2.4
tachines;2.5556;2.0000;3.0
taco;1.43283333333;1.44813333333;2.93333333333
taco de madera;1.6000;1.5000;3.0
táctica;1.725;1.71665;1.4
tacto;2.40675;1.9;1.9
taifa;2.1667;1.7000;2.4
taimado;2.0000;1.4444;3.0
tajada;1.72725;1.6894;2.3
tajante;1.8125;1.7153;2.5
tajo;1.1429;1.4444;2.8
tal;1.6000;1.5000;1.0
taladradora;1.2500;1.8750;2.6
taladrar;1.17856666667;1.8988;2.33333333333
taladro;1.125;1.5625;2.2
talante;1.91665;1.575;1.2
talar;1.4643;1.94445;2.6
talar de un árbol;1.5000;1.8889;3.0
talega;1.8889;1.1818;3.0
talegas;2.3889;1.8264;2.9
talego;1.17726666667;2.15873333333;2.73333333333
talento;2.08668;1.8465;2.36
talento bueno;1.5714;2.1667;2.6
talento para organizar espectáculos;1.7500;2.1111;1.4
talismán;2.0778;2.0111;2.4
talla;1.5729;1.549125;1.45
tallar;1.752075;1.716725;2.45
talle;1.65875;1.70835;2.9
taller;1.86183333333;1.73763333333;2.46666666667
tallo;1.62776666667;1.7591;2.6
tallo rastrero;2.0;1.77145;2.6
tallo trasero;1.8333;2.2000;2.8
talón;1.925;1.6875;2.2
talonador;1.7778;2.1818;2.6
talonario;2.0000;1.5556;3.0
tamaño;1.3333;1.4286;1.3
tambalear;1.5455;1.9091;2.6
tambalearse a;2.1429;1.8000;2.2
tambor;1.5455;1.9091;2.6
tamborilear;1.5455;1.9091;2.6
tambor pequeño;1.84656666667;1.69573333333;2.73333333333
tamiz;1.3750;1.6667;2.2
tamizar;1.75895;1.33335;2.3
tampoco;1.2857;1.5714;1.0
tan;1.71665;1.65;1.0
tanda;1.622925;1.866075;1.7
tañer;1.875;1.6875;2.3
tanque;1.3333;1.4286;2.6
tantear;2.14285;1.75;1.8
tanteo;1.63061666667;1.94346666667;2.1
tanto;1.59375;1.4003;1.5
tanto por ciento;1.7143;1.8750;1.6
tapa;2.0503;1.6515;2.55
tapada;1.1429;1.7273;1.4
tapadera;1.8278;1.6818;2.2
tapadura;1.9000;2.0000;2.6
tapar;1.784725;1.5378125;2.475
tapar con;1.9857;1.225;2.4
tapar con una manta;2.4000;1.2500;3.0
tapia;1.6667;1.0000;3.0
tapiar;1.6667;1.0000;3.0
tapiz;1.5714;1.1250;3.0
tapón;1.6125;1.38635;3.0
taponar;1.6000;1.5000;3.0
taponero;1.7778;2.0833;2.2
taquilla;1.85713333333;1.42656666667;2.4
taquillaje;1.5714;1.3333;3.0
taquillar;1.625;1.9375;2.3
taquillera;1.625;1.9375;2.3
tardanza;1.3636;1.3333;1.6
tardar;1.3636;1.3333;1.6
tarde;1.92926666667;1.2762;2.66666666667
tarea;1.7091;1.9846;2.43333333333
tarea suelta;2.1250;1.1667;1.8
tarifa;1.8307;1.54563333333;2.26666666667
tarjeta;2.2857;1.2500;2.6
tarjeta postal;2.14285;1.325;2.8
tarreñas;1.1429;1.6250;2.8
tarro;2.1429;1.1111;2.6
tarta;2.7500;1.4444;3.0
tarta de queso;2.6000;1.7000;2.8
tartana;1.0000;2.4444;2.6
tasación;1.95;2.0;1.7
tasador;1.6667;2.1111;1.4
tasar;1.96823333333;1.85;1.46666666667
tatuaje;1.5833;2.3000;3.0
tatuar;1.5833;2.3000;3.0
tauro;1.3000;1.9091;3.0
taxi;1.6182;1.66165;3.0
taxímetro;1.5000;1.5714;3.0
taza;1.75253333333;1.66666666667;3.0
tazón;1.5139;1.49073333333;2.93333333333
te;2.01986666667;1.7;1.33333333333
té;2.5000;1.6250;3.0
tea;1.5833;2.2308;2.0
teatral;2.5455;2.3333;1.8
teatralidad;1.7500;2.1111;1.4
teatro;2.40696666667;2.02845;2.63333333333
techar;2.1000;1.7000;2.4
techo;1.8389;1.5852;2.53333333333
tecla;1.7500;1.3333;3.0
teclado;1.7857;1.61615;3.0
teclear;1.65245;1.580475;2.7
tecleo;2.21853333333;1.83333333333;2.06666666667
técnica;1.66666666667;2.21666666667;1.73333333333
técnico;1.3750;1.6667;2.2
tecnología;1.8750;1.6667;2.2
tedio;1.0000;1.3636;1.6
teja;1.6250;1.5000;2.6
tejadillo;1.6250;1.2727;3.0
tejado;2.1000;1.7000;2.4
tejanos;2.3333;1.5455;2.8
tejar;1.6250;1.5000;2.6
tejido;1.98653333333;1.6102;2.8
tejido de lugar;1.6000;1.7778;2.8
tejido de punto;1.6000;1.7778;2.8
tejón;1.4675;2.2863;2.8
tejuelo;1.8000;1.4444;2.4
tela;1.78175;1.47985;2.6
tela a cuadros;1.7500;1.6250;1.8
telar;1.8000;2.6667;2.6
telaraña;1.7778;1.8750;2.8
tele;2.05833333333;1.85556666667;3.0
telefonazo;1.8889;2.3000;1.6
telefonear;2.00596666667;2.15226666667;2.6
telefonista;1.7143;2.0000;2.4
teléfono;2.10765;1.95765;2.8
telegrafiar;1.82223333333;1.55186666667;2.4
telegrafista;2.3333;2.8000;2.6
telégrafo;2.1667;1.9000;2.0
telegrama;1.65;1.3778;2.6
telespectadores;2.05;2.3;2.8
televisión;2.3750;2.6667;3.0
televisor;2.3750;2.6667;3.0
televisual;2.3750;2.6667;3.0
telón;1.6000;1.3750;3.0
telón de boca;1.2857;2.0000;2.6
tema;1.5783;1.5503;1.86666666667
tema central;1.0000;1.7273;1.6
tema dicho;1.8000;1.7500;3.0
temblar;1.42263333333;2.16666666667;2.8
temblar de;1.7000;2.2000;2.4
temblor;1.42263333333;2.16666666667;2.8
temer;1.0000;2.3636;2.4
temerario;1.7143;1.8750;2.8
temor;1.0000;2.3636;2.4
temperamento;2.7273;1.6364;2.8
temperatura;1.6128;1.83653333333;2.2
temperatura máxima;2.2000;2.0000;2.2
tempestad;1.5714;2.4000;2.8
tempestuoso;2.2000;2.0000;2.2
templado;2.34723333333;1.68333333333;1.73333333333
templar;1.82143333333;2.0111;2.53333333333
temple;1.65675;1.870525;2.4
templo;1.8452;1.65;3.0
temporada;2.09166666667;1.8631;1.73333333333
temporario;2.4167;1.6667;2.4
temprano;1.2857;1.5714;1.8
tenaz;1.5125;1.66665;2.3
tenaza;1.6667;2.8000;2.2
tendencia;1.98802;1.84142;1.8
tendencia conservativa;1.3333;1.1429;1.0
tendencia que ocurre;1.58333333333;2.12963333333;2.13333333333
tender;1.72983333333;2.05688333333;2.36666666667
ténder;2.1250;1.1667;1.8
tender a;1.6875;1.72855;1.5
tenderse;1.1429;1.7273;1.4
tender sobre;1.625;1.9375;2.3
tender un puente sobre;1.82855;1.5625;2.1
tendido;1.666675;1.82045;2.25
tenebroso;1.4444;1.5000;3.0
tenedor;1.5714;1.2222;3.0
tenencia;2.13333333333;1.86666666667;1.73333333333
tener;2.02043076923;1.88282307692;1.92307692308
tener abandonado;1.2000;1.6000;1.8
tener aire de;2.0000;2.0909;1.8
tener algo;1.79465;1.80455;1.1
tener antipatía a;1.1429;1.5714;1.4
tener atractivo;1.9048;2.2381;1.0
tener aversión a;1.1429;1.5714;1.4
tener ayuno;2.2857;2.3750;2.0
tener cabida para;1.76546666667;1.4254;2.06666666667
tener capacidad;2.45835;1.325;2.3
tener capacidad para;2.45835;1.325;2.3
tener carácter;1.8333;1.6667;1.8
tener cariño;2.7143;2.0000;1.0
tener cariño a;3.0;2.5404;1.3
tener como banquero a;1.8571;1.7778;3.0
tener como consecuencia;1.4018;2.00695;2.3
tener confianza;2.9167;1.7273;1.6
tener consigo;1.4018;2.00695;2.3
tener contraste;1.4444;1.7273;2.6
tener correa;1.2500;1.3750;3.0
tener cuidado;1.85276666667;1.61586666667;2.2
tener curso legal;1.8125;2.05;2.1
tener descanso;1.1429;1.7273;1.4
tener descuidado;1.2000;1.6000;1.8
tener de sobra;2.3333;2.0000;1.2
tener dimensión;1.8889;1.7000;1.6
tener disgusto a;1.1429;1.5714;1.4
tener el acceso;2.4545;1.9231;2.4
tener el almacén;1.8750;1.7143;2.0
tener el papel principal;2.8889;2.3750;3.0
tener el propósito;2.4857;1.8375;1.7
tener el visto bueno de;1.8125;2.05;2.1
tener encanto;3.0;2.5404;1.3
tener en cuenta;1.79166666667;2.11903333333;1.6
tener en existencia;1.4018;2.00695;2.3
tener en mucho;2.3333;1.8000;1.0
tener en reserva;2.45835;1.325;2.3
tener esperanza;2.375;2.02813333333;1.46666666667
tener esperanzas;2.9167;1.7273;1.6
tener existencias de;1.8750;1.7143;2.0
tener éxito;2.04285;1.75555;1.85
tener fe;2.1;1.86365;1.3
tener fracaso;1.7143;1.6667;1.2
tener granilla;1.6000;1.4000;2.8
tener guardado;2.09525;1.3841;1.7
tener hambre;1.3333;1.6250;1.6
tener holgura;2.5556;2.7778;1.8
tener honra;2.6667;1.2500;2.2
tener huevo;1.7143;1.2500;3.0
tener ideas;2.0625;2.17855;1.4
tener incertidumbre;1.1818;1.4545;1.0
tener inconveniente;1.71665;1.56665;1.9
tener intención;1.2500;1.6364;1.4
tener izado;1.8000;2.6667;2.6
tener la cantidad de algo;1.7778;2.3000;2.0
tener la palabra;1.9091;1.3846;2.8
tener lástima;1.5455;1.4545;1.6
tener lectura;1.5857;1.56665;1.8
tener límite;1.5000;1.3333;1.4
tener madeja;1.6000;1.7000;1.2
tener miedo;1.0000;2.3636;2.4
tener observado;2.0000;2.0909;1.8
tener ojo;2.0625;1.9026;2.3
tener orientación;2.0000;2.0909;1.8
tener permiso;2.0000;1.6000;2.8
tener posibilidad;1.5000;1.5714;1.8
tener prisa;2.2222;2.5000;1.4
tener pulsaciones;1.3333;2.1250;1.4
tener que;1.3333;2.1111;1.2
tener que aguantar;2.07145;2.37145;1.4
tener que ver con;1.3333;1.0000;2.2
tener reputación;2.2857;1.3333;2.2
tener sitio para;2.1250;1.1429;2.6
tener suerte;2.0;1.68335;1.0
tener suspenso a;1.8333;2.3333;2.8
tener trabajo;1.8750;1.8571;1.8
tener traílla;1.2500;1.3750;3.0
tener traza de;2.0000;2.0909;1.8
tener una angustia;1.5000;2.0000;1.4
tener una avería;1.0;1.8091;1.4
tener una cita;2.5278;1.9375;2.0
tener una clase;1.2857;1.5455;2.4
tener una cuenta;1.8571;1.7778;3.0
tener una desventura;1.5000;2.0000;1.4
tener una fe;2.9167;1.7273;1.6
tener una lección;1.2857;1.5455;2.4
tener una opinión;1.7500;1.5000;3.0
tener una pena;1.5000;2.0000;1.4
tener un aspecto amenazador;2.0000;1.7500;2.0
tener un buen concepto de;2.3333;1.8000;1.0
tener un efecto en;1.5000;1.6000;2.6
tener un efecto sobre;1.5000;1.6000;2.6
tener un empleo;1.8750;1.8571;1.8
tener un encuentro;2.5278;1.9375;2.0
tener un puerto;1.4286;1.5714;2.0
tener vértigo;2.6000;2.2500;2.6
tenida;1.80278;1.925;2.24
teniente;1.5714;1.6364;2.8
teñirse;2.1875;2.0;2.0
tenis;2.2500;2.5000;3.0
tenor;1.0000;2.5556;1.6
tensar;1.404;2.2083;2.0
tensión;1.3359125;2.3757875;1.525
tensionalidad;1.9000;2.5455;2.2
tensión de algo;1.4444;2.3333;1.8
tenso;1.3000;2.0000;1.8
tentación;1.6667;1.5000;1.4
tentáculo;1.7857;1.70635;2.8
tentar;2.2857;2.1667;1.6
tentar a;1.6667;2.2857;1.4
tentativa;1.64483333333;2.17328333333;1.7
tenue;1.0909;1.6488;2.0
tenuidad;1.3333;1.7500;1.6
teología;1.9000;1.5000;1.0
teólogo;2.3750;1.8750;1.6
teoría;1.89585;1.73335;1.4
terapeuta;1.7778;2.0000;2.8
terapéutica;2.1429;1.8000;1.8
terapia;2.1429;1.8000;1.8
tercera;1.8571;1.6667;2.4
tercera clase;1.8571;1.6667;2.4
tercera parte;1.8571;1.6667;2.4
tercera velocidad;1.8571;1.6667;2.4
tercero;1.8571;1.6667;2.4
tercio;1.8571;1.6667;2.4
terco;1.39585;1.70235;1.8
tergiversar;1.18335;2.0;1.8
terliz;1.5714;2.6000;2.0
termalmente;2.7500;2.1000;2.2
terminación;2.1875;1.33335;1.7
terminado;2.2222;1.4444;1.4
terminal;1.6250;1.8333;2.0
terminar;1.68556;1.84264;2.04
terminar con;1.0000;2.0000;3.0
terminar de;1.75;1.325;2.9
término;1.67224;1.4671;1.8
término medio;1.2500;1.6364;1.4
términos;2.3636;2.5000;1.6
termómetro;1.6364;1.6667;3.0
ternero;1.8000;1.7273;3.0
terraplén;1.67616666667;1.4688;2.4
terreno;1.908425;1.6281875;2.125
terreno bajo;1.3750;1.6250;1.0
terreno pleno;1.64615;1.75;2.4
terrestre;1.7778;1.5556;2.4
terriblemente;1.3636;2.0000;2.8
territorio;1.7000;1.6250;2.2
terror;1.4;2.1875;2.3
terroso;1.625;1.575;2.0
tesis;1.7778;2.0000;2.0
tesorería;2.6364;2.0000;2.6
tesorero;2.1667;2.0000;2.4
tesoro;2.6364;2.0000;2.6
test;1.4097;2.07145;2.9
testa;1.6;1.7125;2.7
testamentaría;1.8750;1.4444;3.0
testamento;1.69445;1.55715;1.4
testificar;2.0000;1.8333;1.6
testigo;2.07145;1.5833;2.0
testimonial;1.3750;1.3333;2.6
testimonio;1.66665;2.04165;1.7
textil;1.7000;1.6250;1.0
texto;1.8125;1.95835;2.3
textura;1.9091;1.6667;1.8
tez;2.0000;2.0000;3.0
ti;2.01986666667;1.7;1.33333333333
tía;2.05555;1.6905;2.8
tibio;2.6667;1.6000;1.6
tic;1.5714;1.8333;2.4
tictac;1.5857;2.1125;2.1
tiempo;1.71448;1.88205;1.96
tiempo de día;2.4286;1.8000;2.8
tiempo libre;2.0000;1.5000;1.4
tiempos;1.9000;2.1250;2.0
tiempo sin ocupación;1.55553333333;1.68453333333;1.46666666667
tienda;1.898825;1.690475;2.55
tienda de leche;2.0000;1.8182;2.8
tienda de vaqueros;2.0000;1.8182;2.8
tienda pequeña;1.9091;1.5333;2.0
tienda vista;1.7143;1.1250;1.6
tiento;2.58996666667;1.95833333333;1.86666666667
tierno;2.1250;1.1667;1.8
tierra;1.8329375;1.5701125;2.75
tierra arada;1.5000;2.2500;3.0
tierra baldía;1.7381;1.9;2.46666666667
tierra de colonia;1.5000;1.4286;2.4
tierra firme;2.0000;1.4000;2.4
tierra muerta;2.0000;1.7500;2.8
tierra natal;1.8000;1.3750;2.8
tierras;1.7639;1.4028;2.7
tieso;1.3000;2.0000;1.8
tijera;1.5714;1.2222;3.0
tijeras;1.5000;1.8571;2.8
tildar de;1.5833;2.2308;2.0
tilo;2.1667;1.4000;3.0
timar;1.5278;1.92065;2.2
timbal;1.5455;1.9091;2.6
timbre;2.36113333333;1.8869;2.4
timbre de alarma;2.3750;2.0000;2.0
timbre del despertador;1.0000;2.2500;2.6
timbre que suena;1.8333;1.5556;2.4
timidez;1.2000;1.5000;1.4
tímido;1.5000;1.4286;2.0
timón;2.0000;1.8333;3.0
timón de profundidad;2.0000;2.4286;3.0
timonel;1.8182;2.2727;3.0
tímpano;1.5455;1.9091;2.6
tina;2.2222;1.8750;2.6
tinaja;2.1429;1.1111;2.6
tinglado;1.654825;1.75625;2.3
tinieblas;1.6548;1.35;2.6
tino;1.5000;2.2857;2.4
tinta;1.7778;1.7143;2.6
tinte rojo;1.7778;1.7143;2.6
tinto;2.1429;2.1250;2.8
tío;1.691675;1.546425;2.5
tío mío;1.7143;1.2500;3.0
tipo;1.82808571429;1.72025714286;1.85714285714
tipo de;1.4286;1.4286;1.6
tipo de letra de imprenta;1.8333;1.6667;1.8
tipografía;1.5556;2.1111;2.2
tipos;2.1000;2.0000;2.0
tira;2.0;1.86365;2.6
tirada;1.72305;2.1959;2.06666666667
tirada de fusil;1.2500;2.2500;1.8
tiradero;2.1429;1.8000;2.2
tirador;1.3365;1.88832;2.36
tirador escondido;1.2500;1.7778;3.0
tiraje;1.5556;2.1111;2.2
tiranía;1.0000;2.0000;1.8
tiranizar;1.6667;1.6667;2.2
tirante;1.4712;2.02776666667;2.0
tirantez;1.13333333333;2.31616666667;1.66666666667
tirar;1.54008;2.15159;2.38
tirar a;1.1429;2.6250;2.6
tirar algo;1.4444;2.3333;1.8
tirar con fuerza;1.0000;2.5556;1.6
tirar de;1.625;1.9375;2.3
tirar en;1.45835;1.63095;1.9
tirarse;2.0000;1.5556;2.6
tirarse a;2.0000;1.5556;2.6
tirarse al agua;2.0909;2.5455;3.0
tirarse una plancha;1.5714;1.8571;1.6
tiro;1.71667;1.93226;2.48
tiro al blanco;1.0000;2.7500;3.0
tiro de castigo;1.1818;2.1818;1.6
tiro errado;1.5714;2.0000;1.4
tiroides;1.7000;1.7778;1.2
tiro ligero;1.7778;2.3333;2.2
tirón;1.4444;2.3333;1.8
tiros;1.0000;2.7500;3.0
tisis;1.5714;1.6250;1.2
tisú;2.1818;1.5556;2.8
titular;1.6250;1.5000;2.4
título;1.76599;1.80451;2.08
título de coronel;1.5000;1.7143;2.2
título de dignidad;1.6000;1.6000;2.2
tiznar;1.2222;1.8000;2.4
tiznón;1.2222;1.8000;2.4
toalla;1.7500;1.3333;2.8
toar;1.4286;2.3333;2.0
tobogán;1.57145;2.5347;2.6
tocadiscos tragamonedas;1.8333;2.0000;3.0
tocado;1.7500;1.5000;2.2
tocar;1.96257333333;2.02982;2.10666666667
tocar a;1.5000;1.5000;1.8
tocar al pasar;2.5278;1.9375;2.0
tocar con el caramillo;1.7778;1.5556;2.6
tocar con la mano;1.5000;1.6250;2.0
tocar el caramillo;1.7778;1.5556;2.6
tocar el tambor;1.5455;1.9091;2.6
tocar el timbre;2.1667;1.5000;3.0
tocar la gaita;1.7778;1.5556;2.6
tocar ligeramente;2.1429;1.8000;2.2
tocar rascando el violín;1.7778;2.1250;2.2
tocarse;2.16414;1.56666;2.4
tocino;1.92855;1.5903;2.8
tocino entreverado;1.8571;1.5556;2.8
tocón;1.5000;1.6667;2.8
toda la vida;2.3750;1.9167;1.4
todas las veces que;2.0000;1.6667;1.0
todavía;2.0000;1.3750;2.2
todo;1.77403;1.55867;1.38
